x,Potential(V)
0.00056735733027527,1.85169299938945
0.000420299052517892,1.84632390752742
0.000420299052517892,1.84202816532616
0.000420299052517892,1.8377324231249
0.000420299052517892,1.83343668092363
0.000420299052517892,1.82914093872237
0.000420299052517892,1.82484519652111
0.000420299052517892,1.82054945431984
0.000420299052517892,1.81625371211858
0.000420299052517892,1.81195796991732
0.000420299052517892,1.80766222771605
0.000420299052517892,1.80336648551479
0.000420299052517892,1.79907074331353
0.000420299052517892,1.79477500111227
0.000420299052517892,1.790479258911
0.000420299052517892,1.78618351670974
0.000420299052517892,1.78188777450848
0.000420299052517892,1.77759203230721
0.000420299052517892,1.77329629010595
0.000420299052517892,1.76900054790469
0.000420299052517892,1.76470480570343
0.000420299052517892,1.76040906350216
0.000420299052517892,1.7561133213009
0.000420299052517892,1.75181757909964
0.000420299052517892,1.74752183689837
0.000420299052517892,1.74322609469711
0.000420299052517892,1.73893035249585
0.000420299052517892,1.73463461029458
0.000420299052517892,1.73033886809332
0.000420299052517892,1.72604312589206
0.000420299052517892,1.7217473836908
0.000420299052517892,1.71745164148953
0.000420299052517892,1.71315589928827
0.000420299052517892,1.70886015708701
0.000420299052517892,1.70456441488574
0.000420299052517892,1.70026867268448
0.000420299052517892,1.69597293048322
0.000420299052517892,1.69167718828195
0.000420299052517892,1.68738144608069
0.000420299052517892,1.68308570387943
0.000420299052517892,1.67878996167817
0.000420299052517892,1.6744942194769
0.000420299052517892,1.67019847727564
0.000420299052517892,1.66590273507438
0.000420299052517892,1.66160699287311
0.000420299052517892,1.65731125067185
0.000420299052517892,1.65301550847059
0.000420299052517892,1.64871976626932
0.000420299052517892,1.64442402406806
0.000420299052517892,1.6401282818668
0.000420299052517892,1.63583253966554
0.000420299052517892,1.63153679746427
0.000420299052517892,1.62724105526301
0.000420299052517892,1.62294531306175
0.000420299052517892,1.61864957086048
0.000420299052517892,1.61435382865922
0.000420299052517892,1.61005808645796
0.000420299052517892,1.6057623442567
0.000420299052517892,1.60146660205543
0.000420299052517892,1.59717085985417
0.000420299052517892,1.59287511765291
0.000420299052517892,1.58857937545164
0.000420299052517892,1.58428363325038
0.000420299052517892,1.57998789104912
0.000420299052517892,1.57569214884785
0.000420299052517892,1.57139640664659
0.000420299052517892,1.56710066444533
0.000420299052517892,1.56280492224407
0.000420299052517892,1.5585091800428
0.000420299052517892,1.55421343784154
0.000420299052517892,1.54991769564028
0.000420299052517892,1.54562195343901
0.000420299052517892,1.54132621123775
